first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,29-01-1935,962392d9ee245e1de785e10ccf31bea3,1325405656,32.803224,-112.544682,0
Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30-03-1941,191169c8ce924acd64f570156ecff908,1325405671,35.885065,-96.165184,0
Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22-01-1978,8f3ceb87bc39e9b80f291ac4fc1263fb,1325405672,43.965711,-88.419416,0
Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17-10-1995,47d8dcd833764c2290b786f21a624c62,1325405739,30.26032,-97.550323,0
Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,02-07-1982,d90c6ca453a95d32d0c4a4daa59e8756,1325405781,39.350022,-76.183697,0
Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,21405,39.0305,-76.5515,92106,"Accountant, chartered certified",28-05-1943,a639fcbf7c3930214139d745b78bd57a,1325405783,38.342331,-77.076644,0
Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10-03-1974,8281ad5a3b1ae4b6ca336af656b26186,1325405923,49.36542,-121.909876,0
Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,28-05-1959,be8494e402d166aad6125ee58390903b,1325405986,39.026626,-94.047307,0
Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,09-03-1939,97afbe7fb9c06e55a1e8d9d7f1c1361c,1325406064,39.658571,-84.445008,0
Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,12-11-1986,55e4db5c4a00ec306aac8a116d81a209,1325406108,33.371896,-87.515536,0
Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,05-08-1959,3eafe2ea6f20b9bb1dacd06600171691,1325406177,32.844452,-117.698985,0
Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",20-03-1962,3dab495c11b1e96a1da2a0b3733d3fc6,1325406213,41.597082,-78.496276,0
Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30-03-1941,c7595e55a7b69e6fbebea096be19b0b9,1325406218,36.212811,-96.238726,0
Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,24-10-1981,15f6a0a1d168532d8bf679d1e35bbf55,1325406260,33.303045,-111.642781,0
Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",23-04-1941,b98d62093fa054de0d316a81faa8e2f4,1325406299,29.476022,-89.290862,0
Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29-08-1985,d37ae6779d0ada23e744827f7ceeb520,1325406470,26.107271,-81.923019,0
Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,08-09-1976,fea25fe424d23af3ad85f17e034102bd,1325406470,38.992865,-76.197669,0
Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",18-03-1980,68dc37af3b1afb730e93e5aa769d81e0,1325406542,35.986761,-93.552055,0
Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",09-11-1990,d2f60675d5d014479f40a583988f59df,1325406590,41.368933,-74.473818,0
Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,18-05-1974,9ba5d869c585d66586b0f4dbe694e01f,1325406731,41.811527,-77.346881,0
Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,3544f27c0e2a41376767ef363ed6a445,1325406754,36.361596,-107.003424,0
Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",13-09-1940,128d12e82cc3ddb7078f419090279e5d,1325406786,41.186022,-98.2683,0
Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",17-08-1980,2c6310836536a6757be81e6ad79efb20,1325406799,39.355193,-76.173957,0
Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09-02-1963,be5dd10a141c99331a49be68275ddd58,1325406871,33.679071,-86.385827,0
Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,06-05-1955,213ee3a1f8f1fb407104913e1a792198,1325406887,33.603798,-116.540492,0
Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,19-08-1991,b035b7cfb911bf360f570a699c133a06,1325406900,44.680945,-90.364599,0
Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,08-02-1983,4525d34dbaf17be0bc23d2c55e4188f8,1325406938,34.597057,-78.194737,0
Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01-01-1985,3b548fb6d10e652752d59db100a45063,1325406985,40.814258,-74.626576,0
Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,24-11-1994,98df8d835f23695b6ef5a9b1da237044,1325407009,41.635343,-84.489492,0
Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,07-11-1990,df00641466a96ddb85bcb35a04c7919d,1325407041,25.78249,-98.154504,0
Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",15-09-1980,17e156c3d3247de328c90082de7060f5,1325407204,40.658388,-98.468462,0
Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24-07-1969,f94685cf4c7c5ef78f9fed2fda84fca3,1325407217,40.243789,-93.03903,0
Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,25-05-1954,dbc5bc05f8418ab3bf9320e5d6e6f132,1325407238,40.875396,-79.132198,0
Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24-12-1974,b31f8f254e6e157858638f87702ac97e,1325407248,38.24046,-89.930219,0
Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,27-09-1962,606db9307208cead25a390993a3e4628,1325407303,43.627128,-76.203097,0
Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29-08-1981,7b78a71cd76c18505f093cbf1c1a33cc,1325407324,38.98821,-80.198404,0
Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",19-09-1988,52bf8c4c36520832ff7bfe21a60f7125,1325407351,33.011954,-116.93814,0
Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",24-07-1983,194d779f8f10d25f9bf8a1b44b2851df,1325407499,29.452759,-95.598329,0
Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,18-04-1972,4db5b57ad4c0297dffd76583fde6bea6,1325407539,40.39003,-94.117548,0
Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,3d9aa6d05c4cf14c4af5d377e0ae4dc8,1325407543,65.336985,-165.34569,0
John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",08-10-1956,e17a8a6a2da37108f6efa62e3d32b6e2,1325407607,42.789916,-83.514928,0
Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",30-06-1965,6be6d1c94d16bac838d81e2d3ec46d3f,1325407652,40.654554,-73.495027,0
Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",21-12-1966,53ebe4ce3dc71fdcce20d4915b97a6a0,1325407691,44.908601,-85.841895,0
Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,07-02-1973,6458bd33847734ea1c5075edce6ef805,1325407769,35.590437,-120.030031,0
Sandra,Davies,F,31954 Eugene Lane Suite 572,Dexter,KS,67038,37.1641,-96.6917,602,"Buyer, industrial",26-10-1958,102c2434bf2e6029bdad65ab77b997bf,1325407860,38.088182,-97.212868,0
Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",29-06-1975,54f3698344b97743185da146970979d4,1325407919,46.288269,-111.792099,0
Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,13-01-1960,e5be29e3a0b188721b408b58b49e1c23,1325407944,39.190083,-89.299242,0
Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20-01-1953,a4124a63fe29428a307eb671a3f03ba3,1325407994,40.638122,-95.83434,0
Bryan,Torres,M,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,19-06-1967,acaac4b2cdadca880229f2ebb63610be,1325408133,41.965384,-82.558646,0
Tommy,Dixon,M,8829 Steele Station,Dresden,KS,67635,39.6094,-100.4112,169,"Librarian, public",30-07-1953,0f802dc8d9a301a97c8f015ab9e46237,1325408164,40.436371,-99.610796,0
Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,30-12-1964,6385abd7ba1dbcd35c5f0b1c2241c52d,1325408203,36.377785,-89.242646,0
Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,15-04-1985,155474a480285120e72dd3a60f14d0e8,1325408267,34.149469,-93.053329,0
Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",08-09-1935,5cd08f7568bf60e45541e5d083c740ef,1325408301,31.536116,-84.630879,0
Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,13-10-1991,2b33059ee12def209f4dfcca0953e211,1325408322,41.594721,-76.236887,0
Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,23-08-1929,94a29ea3cd32348c40fc92c61c1b5cbf,1325408330,34.706508,-81.342384,0
Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,04-11-1945,a87c5047815aa328cf7d909270dbc550,1325408332,40.465072,-79.605256,0
Michael,Vargas,M,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407,Clothing/textile technologist,08-08-1978,e2ce87e0cbb08e89d71a0c1d1bee8081,1325408351,33.084562,-98.063537,0
Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.731,16183,Physiotherapist,12-08-1977,9eee4527e25ba1114673bdf877c1dbd2,1325408380,39.139167,-81.326611,0
Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",30-06-1948,6a8bf509bb031b1d37f33a22930058ef,1325408397,46.382378,-100.578025,0
Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,06-07-1955,6347ee5dc14f7cc643500dc062f0e2be,1325408460,43.898596,-84.173846,0
David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,18-12-1978,9e3c257ebd98736fcb120e55fa2456b1,1325408509,38.684289,-82.098975,0
Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,20-01-1960,abc5baaa9ae52009f16cbe6a62e98ed9,1325408552,42.15395,-83.681252,0
Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,11-11-1965,f87f521574b3074d07652bdda05fdc5a,1325408595,44.611543,-123.481226,0
Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,22-06-1963,5ac81926a897c346719147c48ae59a4e,1325408619,39.624834,-83.149602,0
Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11-11-1962,7d63fdfca3744a8677570e1efe113a07,1325408650,38.043511,-100.702796,0
Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,30-07-1959,adcb78424de856726a1e4cc5bc6bcc91,1325408650,39.075677,-81.200479,0
Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",28-03-1957,fb7244fb7a5de4bf5644fb0b6167449d,1325408784,34.389461,-111.42367,0
Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,22-11-1969,971e1169b1246bd17f57033038bf2897,1325408862,39.165476,-84.824754,0
Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30-08-1946,42078e4b78783ad51a37ee52feee9861,1325408862,38.824198,-82.122898,0
Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",02-01-1946,2f00e76f0484dd50a731232b7bbeaabf,1325408883,42.970071,-87.234999,0
Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,30-08-1967,f99eb614ec5ca802aebd68adb7d233c5,1325408912,32.280246,-106.808789,0
Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,04-03-1978,29e7a65b865e8366a06e064bdca3d66b,1325408933,32.446784,-97.071994,0
Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,20-03-1949,1e19013e8843077fa71724312f661cc7,1325408941,41.734271,-78.671971,0
Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,02-01-1976,7de6b52ba985f08dbb5038ce47a131c1,1325408955,30.102276,-96.450886,0
William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16-10-1941,64d57ecb9996017b31e09eedd8014921,1325409014,38.040445,-81.312281,0
Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,26-02-1976,bb79e069a78e3b394f6412ff315ff245,1325409071,43.382392,-107.956092,0
Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,23-07-1986,3f9e48f572864c44ff5cf456482a7568,1325409096,41.550389,-87.3182,0
Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,24-10-1981,ae0616344b2cd56da54995c4a7341ebf,1325409211,33.102424,-113.031541,0
John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,03-09-1979,11fe515c0b329cb90e42aade911e7847,1325409213,32.316816,-91.195977,0
Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",17-02-1958,286ebfcf94d7a7d8d84fa75e846bbe44,1325409342,31.065179,-90.349458,0
Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,14-06-1977,e349249949894586bfeda025fc855432,1325409359,34.776217,-87.162726,0
Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",25-03-1950,a2fc63ac963ea3ec7d4a4b4fd21d931a,1325409396,31.787739,-83.411809,0
Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",23-04-1941,5f534b3dc76ae3f186ea9a554081ced1,1325409398,29.778844,-89.399202,0
Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22-01-1978,5752cb06d66ff80c3895528a78b1886d,1325409406,44.791197,-87.391459,0
Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,24-01-1956,d77ea8a8711a0855a5185270bb73eec3,1325409460,42.542999,-93.368176,0
Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,12-11-1957,cc06508df2328030eee76c9d45901c10,1325409505,40.700708,-82.615982,0
Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,30-08-1967,af4e8397ae771b8f1810708856ccdd18,1325409561,33.33236,-104.835644,0
Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,05-08-1959,cf56c5861bb83da1e2510125f58fd2bf,1325409624,33.202001,-118.004124,0
Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,15-10-1974,80017c391071b5417e6e9d03773390ef,1325409654,35.72137,-88.187926,0
Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22-12-1969,2b6dfcaa97388cf78bb203a62a63941d,1325409728,33.404607,-116.986619,0
Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,29-12-1963,50152187573810b7b52dc8a3f833a19c,1325409796,41.548001,-70.405947,0
Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",05-01-1954,bb5654f0f82ace48aa6e4f45db7c64c5,1325409835,34.887449,-92.623326,0
Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",22-04-1994,c8c3f8fb5a4f184589050c4d168b6477,1325409938,36.26949,-83.586392,0
John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08-02-1982,71cef7b1c868d52c8897c982abd256c8,1325410001,42.169507,-86.524908,0
George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049,36.5422,-88.3319,1480,"Designer, interior/spatial",14-09-1974,d88b28b5b385db5ec6ea587636aae508,1325410041,37.174813,-87.950798,0
John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,01-05-1948,c0c2a66812fca58e1b007dda39080684,1325410055,35.359894,-97.202209,0
Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18-05-1980,cf661fef240590e6933e9e942242cc68,1325410102,41.632155,-82.978465,0
James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",04-10-1991,c020bb0dece2abd9331bcbe4560d9fda,1325410121,38.410706,-76.566871,0
Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23-04-1987,2fa89b83d2fd924592bcccb3adf444e4,1325410149,39.650886,-109.490384,0
Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,11-02-1971,474e9337240f379e55216d2176740822,1325410198,44.265422,-116.790366,0
Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,15-02-1964,013bb37031feca71e72bac7e92c4e281,1325410200,39.424532,-76.856695,0
Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,14-02-1961,b664decd3f463e5e25a44846612fd2f8,1325410222,40.207572,-91.768041,0
Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,21-01-1966,c4389cc3ba92b116059a3d8228c648cd,1325410254,41.433562,-74.240629,0
Steven,Castaneda,M,46809 Toni Flat Suite 216,Lamy,NM,87540,35.4311,-105.9409,923,Public relations account executive,22-06-1964,2830bf8d68c6051a91498cd7bb3247ba,1325410350,35.275443,-105.71724,0
Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,08-08-1964,dcb7193025f5d8bdf43b81c97d6655ea,1325410379,42.575461,-92.759631,0
James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,01-04-1973,34d6fe2146c2a5cf31811fb094a64e85,1325410415,34.42159,-86.180934,0
Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,14-03-1970,e76c7bae8eb73e22e4d1b0bd31af23b7,1325410422,38.374367,-79.866271,0
Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",25-05-1927,6168ca10675f9941e2e02c87d57f7732,1325410461,42.330509,-83.583153,0
Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",02-01-1979,1b1a5a307bcc53a0986540abbb62fae4,1325410504,26.379172,-82.238668,0
Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,13-03-1994,837198cbece21682373cd6c48ed48d3d,1325410515,40.077777,-75.57131,0
Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,06-03-1984,64b5c04fdc3ba28e73cfddeb63877ef3,1325410601,36.720747,-81.178168,0
Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,19-08-1950,0b454b130b75c6519810ab0c65c01c88,1325410608,40.625055,-98.588171,0
David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,27-05-1973,7287a835f6c0d8c723fcffce57c8d2e7,1325410641,41.071733,-77.518364,0
Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,26-03-1971,620ab8a1eb2dea7e216709367d98bdfc,1325410655,37.658433,-83.577813,0
Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",22-04-1994,dd92eb5941806f24f5088e6af0e0bc2f,1325410667,35.530175,-84.954303,0
Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,15-02-1974,a208bb6bb4a32c05407c7ef29ea3b5b4,1325410692,41.658409,-77.818566,0
Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",08-09-1938,e1789342aa9a3ec2bd0082cdc626582d,1325410865,35.751293,-91.61357,0
